lambda	x
8.790400000e-01	8.160482807e-01
8.790400000e-01	8.183000621e-01
8.790400000e-01	8.186596178e-01
8.790400000e-01	8.188843414e-01
8.790400000e-01	8.193231654e-01
8.790400000e-01	8.238565570e-01
8.790400000e-01	8.246022779e-01
8.790400000e-01	8.295426122e-01
8.790400000e-01	8.317258772e-01
8.790400000e-01	8.339635760e-01
8.790400000e-01	8.359546741e-01
8.790400000e-01	8.370700472e-01
8.790400000e-01	8.377781020e-01
8.790400000e-01	8.391833885e-01
8.790400000e-01	8.547315481e-01
8.790400000e-01	8.550448634e-01
8.790400000e-01	8.569039915e-01
8.790400000e-01	8.571698808e-01
8.790400000e-01	8.573133249e-01
8.790400000e-01	8.582018242e-01
8.790400000e-01	8.597749183e-01
8.790400000e-01	8.624241412e-01
8.790400000e-01	8.651597472e-01
8.790400000e-01	8.675841515e-01
8.790400000e-01	8.721890124e-01
8.790400000e-01	8.722849636e-01
8.790400000e-01	8.727791050e-01
8.790400000e-01	8.757829901e-01
8.790400000e-01	8.760210627e-01
8.790400000e-01	8.761394106e-01
8.790400000e-01	8.763237454e-01
8.790400000e-01	8.766467296e-01
8.790400000e-01	8.773383449e-01
8.790400000e-01	8.785721291e-01
8.790400000e-01	8.788848017e-01
8.790800000e-01	3.259730863e-01
8.790800000e-01	3.260510510e-01
8.790800000e-01	3.261053848e-01
8.790800000e-01	3.265500366e-01
8.790800000e-01	3.321058602e-01
8.790800000e-01	3.322961215e-01
8.790800000e-01	3.324874899e-01
8.790800000e-01	3.341522949e-01
8.790800000e-01	3.384995626e-01
8.790800000e-01	3.417563507e-01
8.790800000e-01	3.422265910e-01
8.790800000e-01	3.458594342e-01
8.790800000e-01	3.676966076e-01
8.790800000e-01	3.691908949e-01
8.790800000e-01	3.707122447e-01
8.790800000e-01	3.716600016e-01
8.790800000e-01	3.846556043e-01
8.790800000e-01	3.864719122e-01
8.790800000e-01	3.867199322e-01
8.790800000e-01	3.885405272e-01
8.790800000e-01	4.038020501e-01
8.790800000e-01	4.253386356e-01
8.790800000e-01	4.266458362e-01
8.790800000e-01	4.361104814e-01
8.790800000e-01	4.372229513e-01
8.790800000e-01	4.383339270e-01
8.790800000e-01	4.575850263e-01
8.790800000e-01	4.616772913e-01
8.790800000e-01	4.622386221e-01
8.790800000e-01	4.663770826e-01
8.790800000e-01	4.728494010e-01
8.790800000e-01	4.757756641e-01
8.790800000e-01	4.761347996e-01
8.790800000e-01	4.766507205e-01
8.790800000e-01	4.973332899e-01
8.790800000e-01	4.996775023e-01
8.790800000e-01	5.034633781e-01
8.790800000e-01	5.072088563e-01
8.790800000e-01	5.645734847e-01
8.790800000e-01	5.745054126e-01
8.790800000e-01	5.757972147e-01
8.790800000e-01	5.847793317e-01
8.790800000e-01	5.968540774e-01
8.790800000e-01	6.014999589e-01
8.790800000e-01	6.020346782e-01
8.790800000e-01	6.025664357e-01
8.790800000e-01	6.181438021e-01
8.790800000e-01	6.193938981e-01
8.790800000e-01	6.195466794e-01
8.790800000e-01	6.197659181e-01
8.790800000e-01	7.509395650e-01
8.790800000e-01	7.510514830e-01
8.790800000e-01	7.511294524e-01
8.790800000e-01	7.517667076e-01
8.790800000e-01	7.596049925e-01
8.790800000e-01	7.598693330e-01
8.790800000e-01	7.601349378e-01
8.790800000e-01	7.624339587e-01
8.790800000e-01	7.683388466e-01
8.790800000e-01	7.726687001e-01
8.790800000e-01	7.732872059e-01
8.790800000e-01	7.780084926e-01
8.790800000e-01	8.042322565e-01
8.790800000e-01	8.058896982e-01
8.790800000e-01	8.075589116e-01
8.790800000e-01	8.085894599e-01
8.790800000e-01	8.175856725e-01
8.790800000e-01	8.178079543e-01
8.790800000e-01	8.179626269e-01
8.790800000e-01	8.192211159e-01
8.790800000e-01	8.219934598e-01
8.790800000e-01	8.237582157e-01
8.790800000e-01	8.239971162e-01
8.790800000e-01	8.257354456e-01
8.790800000e-01	8.338373749e-01
8.790800000e-01	8.343012676e-01
8.790800000e-01	8.347653961e-01
8.790800000e-01	8.386986668e-01
8.790800000e-01	8.392397749e-01
8.790800000e-01	8.480837417e-01
8.790800000e-01	8.542742980e-01
8.790800000e-01	8.550087872e-01
8.790800000e-01	8.551087825e-01
8.790800000e-01	8.558406036e-01
8.790800000e-01	8.610532811e-01
8.790800000e-01	8.614318626e-01
8.790800000e-01	8.620391286e-01
8.790800000e-01	8.626350707e-01
8.790800000e-01	8.712871941e-01
8.790800000e-01	8.727166487e-01
8.790800000e-01	8.729014804e-01
8.790800000e-01	8.741803496e-01
8.790800000e-01	8.758840965e-01
8.790800000e-01	8.765355596e-01
8.790800000e-01	8.766104099e-01
8.790800000e-01	8.767159842e-01
8.790800000e-01	8.788545697e-01
8.790800000e-01	8.790279652e-01
8.790800000e-01	8.790491506e-01
8.790800000e-01	8.790795488e-01
8.791200000e-01	3.259744102e-01
8.791200000e-01	3.266718424e-01
8.791200000e-01	3.267346927e-01
8.791200000e-01	3.271249342e-01
8.791200000e-01	3.277426248e-01
8.791200000e-01	3.320247708e-01
8.791200000e-01	3.346491114e-01
8.791200000e-01	3.349065389e-01
8.791200000e-01	3.365803284e-01
8.791200000e-01	3.394883771e-01
8.791200000e-01	3.472644037e-01
8.791200000e-01	3.654120152e-01
8.791200000e-01	3.663445462e-01
8.791200000e-01	3.670638017e-01
8.791200000e-01	3.671943711e-01
8.791200000e-01	3.717086248e-01
8.791200000e-01	3.892147472e-01
8.791200000e-01	3.972020060e-01
8.791200000e-01	3.988404373e-01
8.791200000e-01	4.070253247e-01
8.791200000e-01	4.133878372e-01
8.791200000e-01	4.189510353e-01
8.791200000e-01	4.237376430e-01
8.791200000e-01	4.353333998e-01
8.791200000e-01	4.386499174e-01
8.791200000e-01	4.387483483e-01
8.791200000e-01	4.400066812e-01
8.791200000e-01	4.560142157e-01
8.791200000e-01	4.649584497e-01
8.791200000e-01	4.689433961e-01
8.791200000e-01	4.714844314e-01
8.791200000e-01	4.718953552e-01
8.791200000e-01	4.764861039e-01
8.791200000e-01	4.971521392e-01
8.791200000e-01	5.084143604e-01
8.791200000e-01	5.087437035e-01
8.791200000e-01	5.105614476e-01
8.791200000e-01	5.129269825e-01
8.791200000e-01	5.607067429e-01
8.791200000e-01	5.819999301e-01
8.791200000e-01	5.900546398e-01
8.791200000e-01	5.947093467e-01
8.791200000e-01	5.954263425e-01
8.791200000e-01	6.027510632e-01
8.791200000e-01	6.033964498e-01
8.791200000e-01	6.147533314e-01
8.791200000e-01	6.164887738e-01
8.791200000e-01	6.175856260e-01
8.791200000e-01	6.177623099e-01
8.791200000e-01	6.197234649e-01
8.791200000e-01	7.509756353e-01
8.791200000e-01	7.519752332e-01
8.791200000e-01	7.520651364e-01
8.791200000e-01	7.526226951e-01
8.791200000e-01	7.535029094e-01
8.791200000e-01	7.595268066e-01
8.791200000e-01	7.631507256e-01
8.791200000e-01	7.635034141e-01
8.791200000e-01	7.657844003e-01
8.791200000e-01	7.696970067e-01
8.791200000e-01	7.798427498e-01
8.791200000e-01	8.017004472e-01
8.791200000e-01	8.027538206e-01
8.791200000e-01	8.035615754e-01
8.791200000e-01	8.037077705e-01
8.791200000e-01	8.086789323e-01
8.791200000e-01	8.176659490e-01
8.791200000e-01	8.196399476e-01
8.791200000e-01	8.198162620e-01
8.791200000e-01	8.209051665e-01
8.791200000e-01	8.226081172e-01
8.791200000e-01	8.264099509e-01
8.791200000e-01	8.331465481e-01
8.791200000e-01	8.336725737e-01
8.791200000e-01	8.337137000e-01
8.791200000e-01	8.350976250e-01
8.791200000e-01	8.399097725e-01
8.791200000e-01	8.404924419e-01
8.791200000e-01	8.418844843e-01
8.791200000e-01	8.441712711e-01
8.791200000e-01	8.467759440e-01
8.791200000e-01	8.501103971e-01
8.791200000e-01	8.507757345e-01
8.791200000e-01	8.540092347e-01
8.791200000e-01	8.610406108e-01
8.791200000e-01	8.628419123e-01
8.791200000e-01	8.628939428e-01
8.791200000e-01	8.631804884e-01
8.791200000e-01	8.635518253e-01
8.791200000e-01	8.707398575e-01
8.791200000e-01	8.737983551e-01
8.791200000e-01	8.749389892e-01
8.791200000e-01	8.755947371e-01
8.791200000e-01	8.756955411e-01
8.791200000e-01	8.767224394e-01
8.791200000e-01	8.783951427e-01
8.791200000e-01	8.786361342e-01
8.791200000e-01	8.787883489e-01
8.791200000e-01	8.788128611e-01
8.791200000e-01	8.790848154e-01
8.791600000e-01	3.257967953e-01
8.791600000e-01	3.269903699e-01
8.791600000e-01	3.301840292e-01
8.791600000e-01	3.314163808e-01
8.791600000e-01	3.324403609e-01
8.791600000e-01	3.360071502e-01
8.791600000e-01	3.361288402e-01
8.791600000e-01	3.376339232e-01
8.791600000e-01	3.429028144e-01
8.791600000e-01	3.626747232e-01
8.791600000e-01	3.706112205e-01
8.791600000e-01	3.747513655e-01
8.791600000e-01	3.806507831e-01
8.791600000e-01	3.832505260e-01
8.791600000e-01	3.841851173e-01
8.791600000e-01	3.870992184e-01
8.791600000e-01	3.998747309e-01
8.791600000e-01	4.018328573e-01
8.791600000e-01	4.029734789e-01
8.791600000e-01	4.038980488e-01
8.791600000e-01	4.078133501e-01
8.791600000e-01	4.090086630e-01
8.791600000e-01	4.150813902e-01
8.791600000e-01	4.156003793e-01
8.791600000e-01	4.162445301e-01
8.791600000e-01	4.173606468e-01
8.791600000e-01	4.250020251e-01
8.791600000e-01	4.268452266e-01
8.791600000e-01	4.291392633e-01
8.791600000e-01	4.331288091e-01
8.791600000e-01	4.360658484e-01
8.791600000e-01	4.420830915e-01
8.791600000e-01	4.606861165e-01
8.791600000e-01	4.673246184e-01
8.791600000e-01	4.694799609e-01
8.791600000e-01	4.696608187e-01
8.791600000e-01	4.755410644e-01
8.791600000e-01	4.775084282e-01
8.791600000e-01	4.896403788e-01
8.791600000e-01	4.998065737e-01
8.791600000e-01	5.198692489e-01
8.791600000e-01	5.725546120e-01
8.791600000e-01	5.870863672e-01
8.791600000e-01	5.912646827e-01
8.791600000e-01	5.916029822e-01
8.791600000e-01	6.015470771e-01
8.791600000e-01	6.044110726e-01
8.791600000e-01	6.078625745e-01
8.791600000e-01	6.168276494e-01
8.791600000e-01	6.201844194e-01
8.791600000e-01	7.507546496e-01
8.791600000e-01	7.524647993e-01
8.791600000e-01	7.569885705e-01
8.791600000e-01	7.587138277e-01
8.791600000e-01	7.601387214e-01
8.791600000e-01	7.650404802e-01
8.791600000e-01	7.652060250e-01
8.791600000e-01	7.672442583e-01
8.791600000e-01	7.742441351e-01
8.791600000e-01	7.986050688e-01
8.791600000e-01	8.075221213e-01
8.791600000e-01	8.119748860e-01
8.791600000e-01	8.172346504e-01
8.791600000e-01	8.180822677e-01
8.791600000e-01	8.206071222e-01
8.791600000e-01	8.206845774e-01
8.791600000e-01	8.216067229e-01
8.791600000e-01	8.244365090e-01
8.791600000e-01	8.291658086e-01
8.791600000e-01	8.322858628e-01
8.791600000e-01	8.348005563e-01
8.791600000e-01	8.360238657e-01
8.791600000e-01	8.376813086e-01
8.791600000e-01	8.386321732e-01
8.791600000e-01	8.393950275e-01
8.791600000e-01	8.425469380e-01
8.791600000e-01	8.430058979e-01
8.791600000e-01	8.432706181e-01
8.791600000e-01	8.434838160e-01
8.791600000e-01	8.464615351e-01
8.791600000e-01	8.480595901e-01
8.791600000e-01	8.484363523e-01
8.791600000e-01	8.489008390e-01
8.791600000e-01	8.496974215e-01
8.791600000e-01	8.548700449e-01
8.791600000e-01	8.560441107e-01
8.791600000e-01	8.564202033e-01
8.791600000e-01	8.574652474e-01
8.791600000e-01	8.598306203e-01
8.791600000e-01	8.614856708e-01
8.791600000e-01	8.646472429e-01
8.791600000e-01	8.724630444e-01
8.791600000e-01	8.745319547e-01
8.791600000e-01	8.751219183e-01
8.791600000e-01	8.751695987e-01
8.791600000e-01	8.765658261e-01
8.791600000e-01	8.769662023e-01
8.791600000e-01	8.774477801e-01
8.791600000e-01	8.786944277e-01
8.791600000e-01	8.791598377e-01
8.792000000e-01	3.272619503e-01
8.792000000e-01	3.318122505e-01
8.792000000e-01	3.350867661e-01
8.792000000e-01	3.361233474e-01
8.792000000e-01	3.372487345e-01
8.792000000e-01	3.384704589e-01
8.792000000e-01	3.388372570e-01
8.792000000e-01	3.404011544e-01
8.792000000e-01	3.585017096e-01
8.792000000e-01	3.591024397e-01
8.792000000e-01	3.658032076e-01
8.792000000e-01	3.801900865e-01
8.792000000e-01	3.847026441e-01
8.792000000e-01	3.849148980e-01
8.792000000e-01	3.857917071e-01
8.792000000e-01	3.939914019e-01
8.792000000e-01	3.942256471e-01
8.792000000e-01	4.016728598e-01
8.792000000e-01	4.031275101e-01
8.792000000e-01	4.031950660e-01
8.792000000e-01	4.034733620e-01
8.792000000e-01	4.060213216e-01
8.792000000e-01	4.096162020e-01
8.792000000e-01	4.138579069e-01
8.792000000e-01	4.154707725e-01
8.792000000e-01	4.207512622e-01
8.792000000e-01	4.257739758e-01
8.792000000e-01	4.263293534e-01
8.792000000e-01	4.264643705e-01
8.792000000e-01	4.293905160e-01
8.792000000e-01	4.395809720e-01
8.792000000e-01	4.449242510e-01
8.792000000e-01	4.454275098e-01
8.792000000e-01	4.635824197e-01
8.792000000e-01	4.655839438e-01
8.792000000e-01	4.660701583e-01
8.792000000e-01	4.677415447e-01
8.792000000e-01	4.765604048e-01
8.792000000e-01	5.118161170e-01
8.792000000e-01	5.290699462e-01
8.792000000e-01	5.306395817e-01
8.792000000e-01	5.793880165e-01
8.792000000e-01	5.837082121e-01
8.792000000e-01	5.845671864e-01
8.792000000e-01	5.847234007e-01
8.792000000e-01	5.881097933e-01
8.792000000e-01	5.912356851e-01
8.792000000e-01	5.941201231e-01
8.792000000e-01	6.032614564e-01
8.792000000e-01	6.160248149e-01
8.792000000e-01	7.528866954e-01
8.792000000e-01	7.593001671e-01
8.792000000e-01	7.638195386e-01
8.792000000e-01	7.652333701e-01
8.792000000e-01	7.667591387e-01
8.792000000e-01	7.684046681e-01
8.792000000e-01	7.688964968e-01
8.792000000e-01	7.709820157e-01
8.792000000e-01	7.937530888e-01
8.792000000e-01	7.944652165e-01
8.792000000e-01	8.022161659e-01
8.792000000e-01	8.176526192e-01
8.792000000e-01	8.214375750e-01
8.792000000e-01	8.221517160e-01
8.792000000e-01	8.223592750e-01
8.792000000e-01	8.232128136e-01
8.792000000e-01	8.308916922e-01
8.792000000e-01	8.311029822e-01
8.792000000e-01	8.333412880e-01
8.792000000e-01	8.375851750e-01
8.792000000e-01	8.387979162e-01
8.792000000e-01	8.388538120e-01
8.792000000e-01	8.390836761e-01
8.792000000e-01	8.410446128e-01
8.792000000e-01	8.411583736e-01
8.792000000e-01	8.433316326e-01
8.792000000e-01	8.439938408e-01
8.792000000e-01	8.457319035e-01
8.792000000e-01	8.472010215e-01
8.792000000e-01	8.482401589e-01
8.792000000e-01	8.483535504e-01
8.792000000e-01	8.483810728e-01
8.792000000e-01	8.489734039e-01
8.792000000e-01	8.519971147e-01
8.792000000e-01	8.520919875e-01
8.792000000e-01	8.554041634e-01
8.792000000e-01	8.557573389e-01
8.792000000e-01	8.558428053e-01
8.792000000e-01	8.576572115e-01
8.792000000e-01	8.634093289e-01
8.792000000e-01	8.660721231e-01
8.792000000e-01	8.663103556e-01
8.792000000e-01	8.734521447e-01
8.792000000e-01	8.740659924e-01
8.792000000e-01	8.742098932e-01
8.792000000e-01	8.746889999e-01
8.792000000e-01	8.751300625e-01
8.792000000e-01	8.755360966e-01
8.792000000e-01	8.768173438e-01
8.792000000e-01	8.785943006e-01
8.792400000e-01	3.256241212e-01
8.792400000e-01	3.269525439e-01
8.792400000e-01	3.276559181e-01
8.792400000e-01	3.296555432e-01
8.792400000e-01	3.301473740e-01
8.792400000e-01	3.308321635e-01
8.792400000e-01	3.357978606e-01
8.792400000e-01	3.358797590e-01
8.792400000e-01	3.391653323e-01
8.792400000e-01	3.459536052e-01
8.792400000e-01	3.505979197e-01
8.792400000e-01	3.538423532e-01
8.792400000e-01	3.549253390e-01
8.792400000e-01	3.586162325e-01
8.792400000e-01	3.707053719e-01
8.792400000e-01	3.749387616e-01
8.792400000e-01	3.760068053e-01
8.792400000e-01	3.783104519e-01
8.792400000e-01	3.999226553e-01
8.792400000e-01	4.002814250e-01
8.792400000e-01	4.010467774e-01
8.792400000e-01	4.166037012e-01
8.792400000e-01	4.170399002e-01
8.792400000e-01	4.305888663e-01
8.792400000e-01	4.321511679e-01
8.792400000e-01	4.328869033e-01
8.792400000e-01	4.452614899e-01
8.792400000e-01	4.494171863e-01
8.792400000e-01	4.524395833e-01
8.792400000e-01	4.650431944e-01
8.792400000e-01	4.695933610e-01
8.792400000e-01	4.783459904e-01
8.792400000e-01	4.809502692e-01
8.792400000e-01	4.864749706e-01
8.792400000e-01	4.890602684e-01
8.792400000e-01	4.994514135e-01
8.792400000e-01	5.201790088e-01
8.792400000e-01	5.302846229e-01
8.792400000e-01	5.428780913e-01
8.792400000e-01	5.515536993e-01
8.792400000e-01	5.641199137e-01
8.792400000e-01	5.827549275e-01
8.792400000e-01	5.918689163e-01
8.792400000e-01	5.920967677e-01
8.792400000e-01	6.059638335e-01
8.792400000e-01	6.078831872e-01
8.792400000e-01	6.092626020e-01
8.792400000e-01	6.148778219e-01
8.792400000e-01	6.168553726e-01
8.792400000e-01	6.205931369e-01
8.792400000e-01	7.505746612e-01
8.792400000e-01	7.524792309e-01
8.792400000e-01	7.534823591e-01
8.792400000e-01	7.563140425e-01
8.792400000e-01	7.570059586e-01
8.792400000e-01	7.579663217e-01
8.792400000e-01	7.648250948e-01
8.792400000e-01	7.649366596e-01
8.792400000e-01	7.693705399e-01
8.792400000e-01	7.782711598e-01
8.792400000e-01	7.841569964e-01
8.792400000e-01	7.881697676e-01
8.792400000e-01	7.894910155e-01
8.792400000e-01	7.939251854e-01
8.792400000e-01	8.076983934e-01
8.792400000e-01	8.122470929e-01
8.792400000e-01	8.133720221e-01
8.792400000e-01	8.157671717e-01
8.792400000e-01	8.168921339e-01
8.792400000e-01	8.206543121e-01
8.792400000e-01	8.225990405e-01
8.792400000e-01	8.279477455e-01
8.792400000e-01	8.292223311e-01
8.792400000e-01	8.309699088e-01
8.792400000e-01	8.361408875e-01
8.792400000e-01	8.364468208e-01
8.792400000e-01	8.370959070e-01
8.792400000e-01	8.426944752e-01
8.792400000e-01	8.428738264e-01
8.792400000e-01	8.492355920e-01
8.792400000e-01	8.495468693e-01
8.792400000e-01	8.496927313e-01
8.792400000e-01	8.584184115e-01
8.792400000e-01	8.593416533e-01
8.792400000e-01	8.597692675e-01
8.792400000e-01	8.614615457e-01
8.792400000e-01	8.662714145e-01
8.792400000e-01	8.677333923e-01
8.792400000e-01	8.681618041e-01
8.792400000e-01	8.694437385e-01
8.792400000e-01	8.712748993e-01
8.792400000e-01	8.739433151e-01
8.792400000e-01	8.752314828e-01
8.792400000e-01	8.752635649e-01
8.792400000e-01	8.772063025e-01
8.792400000e-01	8.774738345e-01
8.792400000e-01	8.776659256e-01
8.792400000e-01	8.784464244e-01
8.792400000e-01	8.787207843e-01
8.792400000e-01	8.792386942e-01
8.792800000e-01	3.256370003e-01
8.792800000e-01	3.256713266e-01
8.792800000e-01	3.257057567e-01
8.792800000e-01	3.308618276e-01
8.792800000e-01	3.309735372e-01
8.792800000e-01	3.310866759e-01
8.792800000e-01	3.321720358e-01
8.792800000e-01	3.325459372e-01
8.792800000e-01	3.348395624e-01
8.792800000e-01	3.351216486e-01
8.792800000e-01	3.486921143e-01
8.792800000e-01	3.527337877e-01
8.792800000e-01	3.589367775e-01
8.792800000e-01	3.591040591e-01
8.792800000e-01	3.605749295e-01
8.792800000e-01	3.608371857e-01
8.792800000e-01	3.688802697e-01
8.792800000e-01	3.716941863e-01
8.792800000e-01	3.718839637e-01
8.792800000e-01	3.916569384e-01
8.792800000e-01	3.942256142e-01
8.792800000e-01	4.205196607e-01
8.792800000e-01	4.220570311e-01
8.792800000e-01	4.349760073e-01
8.792800000e-01	4.371514388e-01
8.792800000e-01	4.435737268e-01
8.792800000e-01	4.447846190e-01
8.792800000e-01	4.449239382e-01
8.792800000e-01	4.503525437e-01
8.792800000e-01	4.776464252e-01
8.792800000e-01	4.778756892e-01
8.792800000e-01	4.781043957e-01
8.792800000e-01	4.964745272e-01
8.792800000e-01	4.969429118e-01
8.792800000e-01	5.039397367e-01
8.792800000e-01	5.244447069e-01
8.792800000e-01	5.251251359e-01
8.792800000e-01	5.289543591e-01
8.792800000e-01	5.293912370e-01
8.792800000e-01	5.457795801e-01
8.792800000e-01	5.566395872e-01
8.792800000e-01	5.939354694e-01
8.792800000e-01	5.947214991e-01
8.792800000e-01	6.011248962e-01
8.792800000e-01	6.021706997e-01
8.792800000e-01	6.052092678e-01
8.792800000e-01	6.058392529e-01
8.792800000e-01	6.203247075e-01
8.792800000e-01	6.204216426e-01
8.792800000e-01	6.205182874e-01
8.792800000e-01	7.506273362e-01
8.792800000e-01	7.506767137e-01
8.792800000e-01	7.507262318e-01
8.792800000e-01	7.580423288e-01
8.792800000e-01	7.581986423e-01
8.792800000e-01	7.583568604e-01
8.792800000e-01	7.598698038e-01
8.792800000e-01	7.603889606e-01
8.792800000e-01	7.635506422e-01
8.792800000e-01	7.639367535e-01
8.792800000e-01	7.817974200e-01
8.792800000e-01	7.868436580e-01
8.792800000e-01	7.943413888e-01
8.792800000e-01	7.945394223e-01
8.792800000e-01	7.962712342e-01
8.792800000e-01	7.965782313e-01
8.792800000e-01	8.057298886e-01
8.792800000e-01	8.088104681e-01
8.792800000e-01	8.090159573e-01
8.792800000e-01	8.170057463e-01
8.792800000e-01	8.171043894e-01
8.792800000e-01	8.172032530e-01
8.792800000e-01	8.288368396e-01
8.792800000e-01	8.311201055e-01
8.792800000e-01	8.311785761e-01
8.792800000e-01	8.316865080e-01
8.792800000e-01	8.343726126e-01
8.792800000e-01	8.352795313e-01
8.792800000e-01	8.406355697e-01
8.792800000e-01	8.412696342e-01
8.792800000e-01	8.520116560e-01
8.792800000e-01	8.530511190e-01
8.792800000e-01	8.609975905e-01
8.792800000e-01	8.621965227e-01
8.792800000e-01	8.653967575e-01
8.792800000e-01	8.655008602e-01
8.792800000e-01	8.660844399e-01
8.792800000e-01	8.661507798e-01
8.792800000e-01	8.686064144e-01
8.792800000e-01	8.702019655e-01
8.792800000e-01	8.755343767e-01
8.792800000e-01	8.756448245e-01
8.792800000e-01	8.765422847e-01
8.792800000e-01	8.766884883e-01
8.792800000e-01	8.771127330e-01
8.792800000e-01	8.771569433e-01
8.792800000e-01	8.772005927e-01
8.792800000e-01	8.792126518e-01
8.792800000e-01	8.792260704e-01
8.792800000e-01	8.792394483e-01
8.793200000e-01	3.255147409e-01
8.793200000e-01	3.292227584e-01
8.793200000e-01	3.294192465e-01
8.793200000e-01	3.304588071e-01
8.793200000e-01	3.338474312e-01
8.793200000e-01	3.343358398e-01
8.793200000e-01	3.351232818e-01
8.793200000e-01	3.355871356e-01
8.793200000e-01	3.402813457e-01
8.793200000e-01	3.480210682e-01
8.793200000e-01	3.492489846e-01
8.793200000e-01	3.561753734e-01
8.793200000e-01	3.588637808e-01
8.793200000e-01	3.593349125e-01
8.793200000e-01	3.596380366e-01
8.793200000e-01	3.629611244e-01
8.793200000e-01	3.714442509e-01
8.793200000e-01	3.830106688e-01
8.793200000e-01	3.943143907e-01
8.793200000e-01	3.944311367e-01
8.793200000e-01	3.987171242e-01
8.793200000e-01	4.178489427e-01
8.793200000e-01	4.203517577e-01
8.793200000e-01	4.273951959e-01
8.793200000e-01	4.352320806e-01
8.793200000e-01	4.442737050e-01
8.793200000e-01	4.445241530e-01
8.793200000e-01	4.472019564e-01
8.793200000e-01	4.535859077e-01
8.793200000e-01	4.548081834e-01
8.793200000e-01	4.697720609e-01
8.793200000e-01	4.787643600e-01
8.793200000e-01	4.974993098e-01
8.793200000e-01	5.184293922e-01
8.793200000e-01	5.189031986e-01
8.793200000e-01	5.275057350e-01
8.793200000e-01	5.282961066e-01
8.793200000e-01	5.295263744e-01
8.793200000e-01	5.365882180e-01
8.793200000e-01	5.550844349e-01
8.793200000e-01	5.584049007e-01
8.793200000e-01	5.795790886e-01
8.793200000e-01	5.925951397e-01
8.793200000e-01	5.938871432e-01
8.793200000e-01	5.960826107e-01
8.793200000e-01	5.974456566e-01
8.793200000e-01	6.069275912e-01
8.793200000e-01	6.098442055e-01
8.793200000e-01	6.103958352e-01
8.793200000e-01	6.208239834e-01
8.793200000e-01	7.504855375e-01
8.793200000e-01	7.557724597e-01
8.793200000e-01	7.560497590e-01
8.793200000e-01	7.575120715e-01
8.793200000e-01	7.622225533e-01
8.793200000e-01	7.628943737e-01
8.793200000e-01	7.639737403e-01
8.793200000e-01	7.646073685e-01
8.793200000e-01	7.709281115e-01
8.793200000e-01	7.809828881e-01
8.793200000e-01	7.825358038e-01
8.793200000e-01	7.910766721e-01
8.793200000e-01	7.942910362e-01
8.793200000e-01	7.948485113e-01
8.793200000e-01	7.952062679e-01
8.793200000e-01	7.990809231e-01
8.793200000e-01	8.085761835e-01
8.793200000e-01	8.167303868e-01
8.793200000e-01	8.205960878e-01
8.793200000e-01	8.269642346e-01
8.793200000e-01	8.274809636e-01
8.793200000e-01	8.301717055e-01
8.793200000e-01	8.312963580e-01
8.793200000e-01	8.314014246e-01
8.793200000e-01	8.351811017e-01
8.793200000e-01	8.384365780e-01
8.793200000e-01	8.395636756e-01
8.793200000e-01	8.413467226e-01
8.793200000e-01	8.423773199e-01
8.793200000e-01	8.501973390e-01
8.793200000e-01	8.519356817e-01
8.793200000e-01	8.519829655e-01
8.793200000e-01	8.565447227e-01
8.793200000e-01	8.611799828e-01
8.793200000e-01	8.645596551e-01
8.793200000e-01	8.658791256e-01
8.793200000e-01	8.659993622e-01
8.793200000e-01	8.661862000e-01
8.793200000e-01	8.672514134e-01
8.793200000e-01	8.699886002e-01
8.793200000e-01	8.704727830e-01
8.793200000e-01	8.735174219e-01
8.793200000e-01	8.753580647e-01
8.793200000e-01	8.755397065e-01
8.793200000e-01	8.758479653e-01
8.793200000e-01	8.760391003e-01
8.793200000e-01	8.773639213e-01
8.793200000e-01	8.777699002e-01
8.793200000e-01	8.778466111e-01
8.793200000e-01	8.792928647e-01
8.793600000e-01	3.263521090e-01
8.793600000e-01	3.277942697e-01
8.793600000e-01	3.293941834e-01
8.793600000e-01	3.296173934e-01
8.793600000e-01	3.318545027e-01
8.793600000e-01	3.347965447e-01
8.793600000e-01	3.399777910e-01
8.793600000e-01	3.439228917e-01
8.793600000e-01	3.443606118e-01
8.793600000e-01	3.485872534e-01
8.793600000e-01	3.491674264e-01
8.793600000e-01	3.505956541e-01
8.793600000e-01	3.526704058e-01
8.793600000e-01	3.545069597e-01
8.793600000e-01	3.589840286e-01
8.793600000e-01	3.608963689e-01
8.793600000e-01	3.626792291e-01
8.793600000e-01	3.666427432e-01
8.793600000e-01	3.764562430e-01
8.793600000e-01	3.782304308e-01
8.793600000e-01	3.916378322e-01
8.793600000e-01	3.955790139e-01
8.793600000e-01	4.219742305e-01
8.793600000e-01	4.386954742e-01
8.793600000e-01	4.417525400e-01
8.793600000e-01	4.502563951e-01
8.793600000e-01	4.521997356e-01
8.793600000e-01	4.535830635e-01
8.793600000e-01	4.585654872e-01
8.793600000e-01	4.636826103e-01
8.793600000e-01	4.809492073e-01
8.793600000e-01	4.852019118e-01
8.793600000e-01	5.094527245e-01
8.793600000e-01	5.195710851e-01
8.793600000e-01	5.241781946e-01
8.793600000e-01	5.291564999e-01
8.793600000e-01	5.409515634e-01
8.793600000e-01	5.458434801e-01
8.793600000e-01	5.514047854e-01
8.793600000e-01	5.552536351e-01
8.793600000e-01	5.568217125e-01
8.793600000e-01	5.683207352e-01
